timestamp,phase,flighttime,lat,lon,alt,pressure,temperature,voltage
2024-08-20T10:08:24+09:00,1,463,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:08:25+09:00,1,464,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:08:26+09:00,1,465,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:27+09:00,1,466,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:28+09:00,1,467,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:29+09:00,1,468,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:08:30+09:00,1,469,0.00,40.2423,140.0103,2.39,1014.75,33.50,5.6
2024-08-20T10:08:31+09:00,1,470,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:32+09:00,1,471,0.00,40.2423,140.0103,2.39,1014.74,33.50,5.6
2024-08-20T10:08:33+09:00,1,472,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:34+09:00,1,473,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:35+09:00,1,474,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:36+09:00,1,475,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:37+09:00,1,476,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:38+09:00,1,477,0.00,40.2423,140.0103,2.39,1014.75,33.50,5.6
2024-08-20T10:08:39+09:00,1,478,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:08:40+09:00,1,479,0.00,40.2423,140.0103,2.39,1014.78,33.50,5.6
2024-08-20T10:08:41+09:00,1,480,0.00,40.2423,140.0103,2.39,1014.83,33.60,5.6
2024-08-20T10:08:42+09:00,1,481,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:43+09:00,1,482,0.00,40.2423,140.0103,2.39,1014.85,33.60,5.6
2024-08-20T10:08:44+09:00,1,483,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:08:45+09:00,1,484,0.00,40.2423,140.0103,2.39,1014.89,33.60,5.6
2024-08-20T10:08:46+09:00,1,485,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:47+09:00,1,486,0.00,40.2423,140.0103,2.39,1014.84,33.60,5.6
2024-08-20T10:08:48+09:00,1,487,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:08:49+09:00,1,488,0.00,40.2423,140.0103,2.39,1014.84,33.60,5.6
2024-08-20T10:08:49+09:00,1,489,0.00,40.2423,140.0103,2.29,1014.75,33.50,5.6
2024-08-20T10:08:50+09:00,1,490,0.00,40.2423,140.0103,2.29,1014.82,33.60,5.6
2024-08-20T10:08:51+09:00,1,491,0.00,40.2423,140.0103,2.29,1014.73,33.50,5.6
2024-08-20T10:08:52+09:00,1,492,0.00,40.2423,140.0103,2.29,1014.85,33.60,5.6
2024-08-20T10:08:53+09:00,1,493,0.00,40.2423,140.0103,2.29,1014.72,33.50,5.6
2024-08-20T10:08:54+09:00,1,494,0.00,40.2423,140.0103,2.29,1014.83,33.60,5.6
2024-08-20T10:08:55+09:00,1,495,0.00,40.2423,140.0103,2.29,1014.72,33.50,5.6
2024-08-20T10:08:56+09:00,1,496,0.00,40.2423,140.0103,2.29,1014.83,33.60,5.6
2024-08-20T10:08:57+09:00,1,497,0.00,40.2423,140.0103,2.29,1014.75,33.50,5.6
2024-08-20T10:08:58+09:00,1,498,0.00,40.2423,140.0103,2.29,1014.75,33.50,5.6
2024-08-20T10:08:59+09:00,1,499,0.00,40.2423,140.0103,2.29,1014.69,33.50,5.6
2024-08-20T10:09:00+09:00,1,500,0.00,40.2423,140.0103,2.29,1014.71,33.50,5.6
2024-08-20T10:09:01+09:00,1,501,0.00,40.2423,140.0103,2.29,1014.76,33.50,5.6
2024-08-20T10:09:02+09:00,1,502,0.00,40.2423,140.0103,2.29,1014.72,33.50,5.6
2024-08-20T10:09:04+09:00,1,504,0.00,40.2423,140.0103,2.29,1014.70,33.50,5.6
2024-08-20T10:09:05+09:00,1,505,0.00,40.2423,140.0103,2.29,1014.70,33.50,5.6
2024-08-20T10:09:06+09:00,1,506,0.00,40.2423,140.0103,2.29,1014.71,33.50,5.6
2024-08-20T10:09:07+09:00,1,507,0.00,40.2423,140.0103,2.29,1014.73,33.50,5.6
2024-08-20T10:09:08+09:00,1,508,0.00,40.2423,140.0103,2.29,1014.70,33.50,5.6
2024-08-20T10:09:09+09:00,1,509,0.00,40.2423,140.0103,2.29,1014.75,33.50,5.6
2024-08-20T10:09:10+09:00,1,510,0.00,40.2423,140.0103,2.29,1014.73,33.50,5.6
2024-08-20T10:09:11+09:00,1,511,0.00,40.2423,140.0103,2.29,1014.70,33.50,5.6
2024-08-20T10:09:12+09:00,1,512,0.00,40.2423,140.0103,2.29,1014.72,33.50,5.6
2024-08-20T10:09:13+09:00,1,513,0.00,40.2423,140.0103,2.29,1014.69,33.50,5.6
2024-08-20T10:09:14+09:00,1,514,0.00,40.2423,140.0103,2.29,1014.71,33.50,5.6
2024-08-20T10:09:15+09:00,1,515,0.00,40.2423,140.0103,2.29,1014.74,33.50,5.6
2024-08-20T10:09:16+09:00,1,516,0.00,40.2423,140.0103,2.29,1014.78,33.50,5.6
2024-08-20T10:09:17+09:00,1,517,0.00,40.2423,140.0103,2.29,1014.73,33.50,5.6
2024-08-20T10:09:18+09:00,1,518,0.00,40.2423,140.0103,2.29,1014.70,33.50,5.6
2024-08-20T10:09:19+09:00,1,519,0.00,40.2423,140.0103,2.29,1014.69,33.50,5.6
2024-08-20T10:09:20+09:00,1,520,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:09:21+09:00,1,521,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:09:22+09:00,1,522,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:09:23+09:00,1,523,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:09:24+09:00,1,524,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:09:25+09:00,1,525,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:09:27+09:00,1,526,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:09:28+09:00,1,527,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:09:29+09:00,1,528,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:09:30+09:00,1,529,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:09:31+09:00,1,530,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:09:32+09:00,1,531,0.00,40.2423,140.0103,2.39,1014.76,33.50,5.6
2024-08-20T10:09:33+09:00,1,532,0.00,40.2423,140.0103,2.39,1014.73,33.50,5.6
2024-08-20T10:09:34+09:00,1,533,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:09:35+09:00,1,534,0.00,40.2423,140.0103,2.39,1014.69,33.50,5.6
2024-08-20T10:09:36+09:00,1,535,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:09:37+09:00,1,536,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:09:38+09:00,1,537,0.00,40.2423,140.0103,2.39,1014.78,33.50,5.6
2024-08-20T10:09:39+09:00,1,538,0.00,40.2423,140.0103,2.39,1014.74,33.50,5.6
2024-08-20T10:09:40+09:00,1,539,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:09:41+09:00,1,540,0.00,40.2423,140.0103,2.50,1014.74,33.50,5.6
2024-08-20T10:09:42+09:00,1,541,0.00,40.2423,140.0103,2.50,1014.77,33.50,5.6
2024-08-20T10:09:43+09:00,1,542,0.00,40.2423,140.0103,2.50,1014.76,33.50,5.6
2024-08-20T10:09:44+09:00,1,543,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:09:45+09:00,1,544,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:09:46+09:00,1,545,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:09:47+09:00,1,546,0.00,40.2423,140.0103,2.50,1014.74,33.50,5.6
2024-08-20T10:09:48+09:00,1,547,0.00,40.2423,140.0103,2.60,1014.72,33.50,5.6
2024-08-20T10:09:49+09:00,1,548,0.00,40.2423,140.0103,2.60,1014.75,33.50,5.6
2024-08-20T10:09:50+09:00,1,549,0.00,40.2423,140.0103,2.60,1014.84,33.60,5.6
2024-08-20T10:09:51+09:00,1,550,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:09:52+09:00,1,551,0.00,40.2423,140.0103,2.60,1014.86,33.60,5.6
2024-08-20T10:09:53+09:00,1,552,0.00,40.2423,140.0103,2.60,1014.72,33.50,5.6
2024-08-20T10:09:54+09:00,1,553,0.00,40.2423,140.0103,2.60,1014.82,33.60,5.6
2024-08-20T10:09:55+09:00,1,554,0.00,40.2423,140.0103,2.60,1014.75,33.50,5.6
2024-08-20T10:09:56+09:00,1,555,0.00,40.2423,140.0103,2.60,1014.86,33.60,5.6
2024-08-20T10:09:57+09:00,1,556,0.00,40.2423,140.0103,2.60,1014.74,33.50,5.6
2024-08-20T10:09:58+09:00,1,557,0.00,40.2423,140.0103,2.60,1014.82,33.60,5.6
2024-08-20T10:09:59+09:00,1,558,0.00,40.2423,140.0103,2.60,1014.72,33.50,5.6
2024-08-20T10:10:00+09:00,1,559,0.00,40.2423,140.0103,2.60,1014.82,33.60,5.6
2024-08-20T10:10:01+09:00,1,560,0.00,40.2423,140.0103,2.60,1014.81,33.60,5.6
2024-08-20T10:10:02+09:00,1,561,0.00,40.2423,140.0103,2.60,1014.87,33.60,5.6
2024-08-20T10:10:03+09:00,1,562,0.00,40.2423,140.0103,2.60,1014.74,33.50,5.6
2024-08-20T10:10:04+09:00,1,563,0.00,40.2423,140.0103,2.60,1014.84,33.60,5.6
2024-08-20T10:10:05+09:00,1,564,0.00,40.2423,140.0103,2.60,1014.70,33.50,5.6
2024-08-20T10:10:06+09:00,1,565,0.00,40.2423,140.0103,2.60,1014.66,33.50,5.6
2024-08-20T10:10:07+09:00,1,566,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:08+09:00,1,567,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:09+09:00,1,568,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:10+09:00,1,569,0.00,40.2423,140.0103,2.60,1014.69,33.50,5.6
2024-08-20T10:10:11+09:00,1,570,0.00,40.2423,140.0103,2.60,1014.70,33.50,5.6
2024-08-20T10:10:12+09:00,1,571,0.00,40.2423,140.0103,2.60,1014.67,33.50,5.6
2024-08-20T10:10:13+09:00,1,572,0.00,40.2423,140.0103,2.60,1014.74,33.50,5.6
2024-08-20T10:10:14+09:00,1,573,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:15+09:00,1,574,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:16+09:00,1,575,0.00,40.2423,140.0103,2.60,1014.69,33.50,5.6
2024-08-20T10:10:17+09:00,1,576,0.00,40.2423,140.0103,2.60,1014.70,33.50,5.6
2024-08-20T10:10:18+09:00,1,577,0.00,40.2423,140.0103,2.60,1014.72,33.50,5.6
2024-08-20T10:10:19+09:00,1,578,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:20+09:00,1,579,0.00,40.2423,140.0103,2.60,1014.73,33.50,5.6
2024-08-20T10:10:21+09:00,1,580,0.00,40.2423,140.0103,2.60,1014.72,33.50,5.6
2024-08-20T10:10:22+09:00,1,581,0.00,40.2423,140.0103,2.60,1014.70,33.50,5.6
2024-08-20T10:10:23+09:00,1,582,0.00,40.2423,140.0103,2.60,1014.71,33.50,5.6
2024-08-20T10:10:24+09:00,1,583,0.00,40.2423,140.0103,2.60,1014.66,33.50,5.6
2024-08-20T10:10:25+09:00,1,584,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:26+09:00,1,585,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:10:27+09:00,1,586,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:10:28+09:00,1,587,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:29+09:00,1,588,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:10:30+09:00,1,589,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:31+09:00,1,590,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:10:32+09:00,1,591,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:10:33+09:00,1,592,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:34+09:00,1,593,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:10:35+09:00,1,594,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:10:35+09:00,1,595,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:36+09:00,1,596,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:10:37+09:00,1,597,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:10:38+09:00,1,598,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:39+09:00,1,599,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:40+09:00,1,600,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:10:41+09:00,1,601,0.00,40.2423,140.0103,2.39,1014.68,33.50,5.6
2024-08-20T10:10:42+09:00,1,602,0.00,40.2423,140.0103,2.39,1014.69,33.50,5.6
2024-08-20T10:10:43+09:00,1,603,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:10:44+09:00,1,604,0.00,40.2423,140.0103,2.39,1014.69,33.50,5.6
2024-08-20T10:10:45+09:00,1,605,0.00,40.2423,140.0103,2.39,1014.70,33.50,5.6
2024-08-20T10:10:46+09:00,1,606,0.00,40.2423,140.0103,2.39,1014.68,33.50,5.6
2024-08-20T10:10:47+09:00,1,607,0.00,40.2423,140.0103,2.39,1014.74,33.50,5.6
2024-08-20T10:10:48+09:00,1,608,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:10:49+09:00,1,609,0.00,40.2423,140.0103,2.50,1014.74,33.50,5.6
2024-08-20T10:10:50+09:00,1,610,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:10:51+09:00,1,611,0.00,40.2423,140.0103,2.50,1014.76,33.50,5.6
2024-08-20T10:10:52+09:00,1,612,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:53+09:00,1,613,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:10:54+09:00,1,614,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:10:55+09:00,1,615,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:10:56+09:00,1,616,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:10:57+09:00,1,617,0.00,40.2423,140.0103,2.50,1014.81,33.60,5.6
2024-08-20T10:10:58+09:00,1,618,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:10:59+09:00,1,619,0.00,40.2423,140.0103,2.50,1014.79,33.60,5.6
2024-08-20T10:11:00+09:00,1,620,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:01+09:00,1,621,0.00,40.2423,140.0103,2.50,1014.83,33.60,5.6
2024-08-20T10:11:02+09:00,1,622,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:03+09:00,1,623,0.00,40.2423,140.0103,2.50,1014.82,33.60,5.6
2024-08-20T10:11:04+09:00,1,624,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:11:05+09:00,1,625,0.00,40.2423,140.0103,2.50,1014.82,33.60,5.6
2024-08-20T10:11:06+09:00,1,626,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:07+09:00,1,627,0.00,40.2423,140.0103,2.50,1014.89,33.60,5.6
2024-08-20T10:11:08+09:00,1,628,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:09+09:00,1,629,0.00,40.2423,140.0103,2.50,1014.82,33.60,5.6
2024-08-20T10:11:10+09:00,1,630,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:11+09:00,1,631,0.00,40.2423,140.0103,2.50,1014.78,33.60,5.6
2024-08-20T10:11:12+09:00,1,632,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:13+09:00,1,633,0.00,40.2423,140.0103,2.50,1014.82,33.60,5.6
2024-08-20T10:11:14+09:00,1,634,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:15+09:00,1,635,0.00,40.2423,140.0103,2.50,1014.84,33.60,5.6
2024-08-20T10:11:16+09:00,1,636,0.00,40.2423,140.0103,2.50,1014.75,33.50,5.6
2024-08-20T10:11:17+09:00,1,637,0.00,40.2423,140.0103,2.50,1014.80,33.60,5.6
2024-08-20T10:11:18+09:00,1,638,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:11:19+09:00,1,639,0.00,40.2423,140.0103,2.50,1014.80,33.60,5.6
2024-08-20T10:11:20+09:00,1,640,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:11:21+09:00,1,641,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:22+09:00,1,642,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:11:23+09:00,1,643,0.00,40.2423,140.0103,2.50,1014.65,33.50,5.6
2024-08-20T10:11:24+09:00,1,644,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:25+09:00,1,645,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:26+09:00,1,646,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:27+09:00,1,647,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:28+09:00,1,648,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:11:29+09:00,1,649,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:30+09:00,1,650,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:31+09:00,1,651,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:32+09:00,1,652,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:11:33+09:00,1,653,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:34+09:00,1,654,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:35+09:00,1,655,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:11:36+09:00,1,656,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:37+09:00,1,657,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:38+09:00,1,658,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:39+09:00,1,659,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:11:40+09:00,1,660,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:11:42+09:00,1,661,0.00,40.2423,140.0103,2.50,1014.74,33.50,5.6
2024-08-20T10:11:43+09:00,1,662,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:11:44+09:00,1,663,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:45+09:00,1,664,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:11:46+09:00,1,665,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:47+09:00,1,666,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:48+09:00,1,667,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:49+09:00,1,668,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:50+09:00,1,669,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:11:51+09:00,1,670,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:11:52+09:00,1,671,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:11:53+09:00,1,672,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:11:54+09:00,1,673,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:55+09:00,1,674,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:11:56+09:00,1,675,0.00,40.2423,140.0103,2.50,1014.63,33.50,5.6
2024-08-20T10:11:57+09:00,1,676,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:11:58+09:00,1,677,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:11:59+09:00,1,678,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:12:00+09:00,1,679,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:12:01+09:00,1,680,0.00,40.2423,140.0103,2.50,1014.65,33.50,5.6
2024-08-20T10:12:02+09:00,1,681,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:12:03+09:00,1,682,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:04+09:00,1,683,0.00,40.2423,140.0103,2.50,1014.73,33.50,5.6
2024-08-20T10:12:05+09:00,1,684,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:12:06+09:00,1,685,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:12:07+09:00,1,686,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:12:08+09:00,1,687,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:09+09:00,1,688,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:10+09:00,1,689,0.00,40.2423,140.0103,2.50,1014.71,33.50,5.6
2024-08-20T10:12:11+09:00,1,690,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:12+09:00,1,691,0.00,40.2423,140.0103,2.50,1014.70,33.50,5.6
2024-08-20T10:12:13+09:00,1,692,0.00,40.2423,140.0103,2.50,1014.80,33.60,5.6
2024-08-20T10:12:14+09:00,1,693,0.00,40.2423,140.0103,2.39,1014.75,33.50,5.6
2024-08-20T10:12:15+09:00,1,694,0.00,40.2423,140.0103,2.39,1014.81,33.60,5.6
2024-08-20T10:12:16+09:00,1,695,0.00,40.2423,140.0103,2.39,1014.80,33.60,5.6
2024-08-20T10:12:17+09:00,1,696,0.00,40.2423,140.0103,2.39,1014.86,33.60,5.6
2024-08-20T10:12:18+09:00,1,697,0.00,40.2423,140.0103,2.39,1014.82,33.60,5.6
2024-08-20T10:12:19+09:00,1,698,0.00,40.2423,140.0103,2.39,1014.80,33.60,5.6
2024-08-20T10:12:20+09:00,1,699,0.00,40.2423,140.0103,2.39,1014.86,33.60,5.6
2024-08-20T10:12:21+09:00,1,700,0.00,40.2423,140.0103,2.39,1014.69,33.50,5.6
2024-08-20T10:12:22+09:00,1,701,0.00,40.2423,140.0103,2.39,1014.82,33.60,5.6
2024-08-20T10:12:23+09:00,1,702,0.00,40.2423,140.0103,2.39,1014.68,33.50,5.6
2024-08-20T10:12:24+09:00,1,703,0.00,40.2423,140.0103,2.39,1014.79,33.60,5.6
2024-08-20T10:12:25+09:00,1,704,0.00,40.2423,140.0103,2.39,1014.68,33.50,5.6
2024-08-20T10:12:26+09:00,1,705,0.00,40.2423,140.0103,2.39,1014.69,33.50,5.6
2024-08-20T10:12:27+09:00,1,706,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:12:28+09:00,1,707,0.00,40.2423,140.0103,2.39,1014.68,33.50,5.6
2024-08-20T10:12:29+09:00,1,708,0.00,40.2423,140.0103,2.39,1014.67,33.50,5.6
2024-08-20T10:12:29+09:00,1,709,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:12:30+09:00,1,710,0.00,40.2423,140.0103,2.39,1014.64,33.50,5.6
2024-08-20T10:12:31+09:00,1,711,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:12:32+09:00,1,712,0.00,40.2423,140.0103,2.39,1014.66,33.50,5.6
2024-08-20T10:12:33+09:00,1,713,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:12:34+09:00,1,714,0.00,40.2423,140.0103,2.39,1014.71,33.50,5.6
2024-08-20T10:12:35+09:00,1,715,0.00,40.2423,140.0103,2.39,1014.72,33.50,5.6
2024-08-20T10:12:36+09:00,1,716,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:12:37+09:00,1,717,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:12:38+09:00,1,718,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:12:39+09:00,1,719,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:40+09:00,1,720,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:12:41+09:00,1,721,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:12:42+09:00,1,722,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
2024-08-20T10:12:43+09:00,1,723,0.00,40.2423,140.0103,2.50,1014.67,33.50,5.6
2024-08-20T10:12:44+09:00,1,724,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:12:45+09:00,1,725,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:12:46+09:00,1,726,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:12:47+09:00,1,727,0.00,40.2423,140.0103,2.50,1014.66,33.50,5.6
2024-08-20T10:12:48+09:00,1,728,0.00,40.2423,140.0103,2.50,1014.68,33.50,5.6
2024-08-20T10:12:49+09:00,1,729,0.00,40.2423,140.0103,2.50,1014.72,33.50,5.6
2024-08-20T10:12:50+09:00,1,730,0.00,40.2423,140.0103,2.50,1014.65,33.50,5.6
2024-08-20T10:12:51+09:00,1,731,0.00,40.2423,140.0103,2.50,1014.69,33.50,5.6
